"Meldejahr mit -woche"
"2016-KW40"	"2016-KW41"	"2016-KW42"	"2016-KW43"	"2016-KW44"	"2016-KW45"	"2016-KW46"	"2016-KW47"	"2016-KW48"	"2016-KW49"	"2016-KW50"	"2016-KW51"	"2016-KW52"	"2017-KW01"	"2017-KW02"	"2017-KW03"	"2017-KW04"	"2017-KW05"	"2017-KW06"	"2017-KW07"	"2017-KW08"	"2017-KW09"	"2017-KW10"	"2017-KW11"	"2017-KW12"	"2017-KW13"	"2017-KW14"	"2017-KW15"	"2017-KW16"	"2017-KW17"	"2017-KW18"	"2017-KW19"	"2017-KW20"
"14"	"26"	"31"	"36"	"42"	"35"	"84"	"125"	"163"	"313"	"734"	"1143"	"1338"	"1957"	"3535"	"5834"	"9664"	"14023"	"16270"	"14310"	"11412"	"5920"	"3245"	"1645"	""	""	""	""	""	""	""	""	""
